Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP002361,Male,Yes,0,Graduate,No,-0.6284191779239731,-0.04389172450420544,-0.6047277780503354,0.2772125909680383,1.0,Urban,Y
LP002128,Male,Yes,2,Graduate,,-0.5013908747085114,0.0836066152350004,-0.33423067144693785,0.2772125909680383,1.0,Rural,Y
LP001002,Male,No,0,Graduate,No,0.04235019777077821,-0.4025981827884851,0.0,0.2772125909680383,1.0,Urban,Y
LP001665,Male,Yes,1,Graduate,No,-0.4111558283876985,0.13640052678003983,0.15266412043917776,0.2772125909680383,1.0,Semiurban,N
LP002318,Female,No,1,Not Graduate,Yes,-0.287623717003855,-0.4025981827884851,-1.0158833800874998,0.2772125909680383,1.0,Semiurban,N
LP001519,Female,No,0,Graduate,No,0.7334307831539782,-0.05495131862233623,0.7477577549666524,0.2772125909680383,1.0,Rural,N
LP002868,Male,Yes,2,Graduate,No,-0.4054953273269833,-0.3064005811194607,-0.5181687039372482,-4.147964762255203,1.0,Urban,Y
LP001014,Male,Yes,3+,Graduate,No,-0.4259730223407471,0.11991547139641091,0.022825509269546938,0.2772125909680383,0.0,Semiurban,N
LP002341,Female,No,1,Graduate,No,-0.4985606241781538,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP002297,Male,No,0,Graduate,No,-0.515209156709669,3.770833559902378,-0.5722681252579277,0.2772125909680383,1.0,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,2.3533329984704165,0.696266395062019,4.480617826093539,0.2772125909680383,1.0,Rural,N
LP001585,,Yes,3+,Graduate,No,7.686357424290712,-0.4025981827884851,5.887202780431206,-0.6847824858196229,1.0,Urban,Y
LP002098,Male,No,0,Graduate,No,-0.44278804019757756,-0.4025981827884851,-0.6263675465786073,0.2772125909680383,1.0,Semiurban,Y
LP001854,Male,Yes,3+,Graduate,No,-0.05737451209299842,-0.4025981827884851,-0.6696470836351508,0.2772125909680383,1.0,Urban,N
LP001722,Male,Yes,0,Graduate,No,-0.9064496712002785,-0.026989325946307447,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001532,Male,Yes,2,Not Graduate,No,-0.5516694429536876,-0.4025981827884851,-0.46406928261656866,0.2772125909680383,1.0,Rural,N
LP002266,Male,Yes,2,Graduate,No,-0.4153179615205773,-0.1104579608001247,-0.46406928261656866,0.2772125909680383,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,-0.42946921417236533,0.05397524986189529,-0.03127391205113257,0.2772125909680383,1.0,Rural,Y
LP002547,Male,Yes,1,Graduate,No,2.120752999005148,-0.4025981827884851,3.723225927604026,0.2772125909680383,1.0,Urban,N
LP001720,Male,Yes,3+,Not Graduate,No,-0.2904539675342126,-0.19747401263522918,-0.6047277780503354,0.2772125909680383,1.0,Semiurban,Y
LP002277,Female,No,0,Graduate,No,-0.4019991354953651,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,0.0,Urban,N
LP002684,Female,No,0,Not Graduate,No,-0.3653723639260314,-0.4025981827884851,-0.658827199371015,0.2772125909680383,1.0,Rural,N
LP001273,Male,Yes,0,Graduate,No,0.0674894818933663,0.06691288826423696,1.1805531255320885,0.2772125909680383,,Semiurban,N
LP001964,Male,Yes,0,Not Graduate,No,-0.6317488844302762,0.20964425386426447,-0.6804669678992867,0.2772125909680383,0.0,Urban,N
LP002732,Male,No,0,Not Graduate,,-0.5068848904439115,0.02350919814025199,-0.3234107871828019,0.2772125909680383,1.0,Rural,Y
LP002244,Male,Yes,0,Graduate,No,-0.5430122060372996,0.10176104331570567,-0.2152119445414429,0.2772125909680383,1.0,Urban,Y
LP001255,Male,No,0,Graduate,No,-0.30710250006572787,-0.4025981827884851,-0.46406928261656866,2.2012027445433606,1.0,Urban,N
LP002424,Male,Yes,0,Graduate,No,0.2894144205384652,1.336262152803663,0.20676354175985728,-0.6847824858196229,,Rural,Y
LP002863,Male,Yes,3+,Graduate,No,0.13508252397131842,-0.4025981827884851,-0.06373356484354029,0.2772125909680383,1.0,Semiurban,N
LP002447,Male,Yes,2,Not Graduate,No,-0.605444203030482,-0.09877235192059028,-1.0375231486157714,-0.6847824858196229,,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,-0.5228674816741661,0.08423262999640403,0.2716828473446727,0.2772125909680383,0.0,Urban,N
LP001264,Male,Yes,3+,Not Graduate,Yes,-0.3765268807221467,0.049384474944935336,-0.28013125012625834,0.2772125909680383,,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,-0.3470589781413646,0.5188955459976574,0.9425156717210986,0.2772125909680383,1.0,Rural,Y
LP002738,Male,No,2,Graduate,No,-0.32924504833264323,-0.4025981827884851,-0.5289885882013841,0.2772125909680383,1.0,Semiurban,Y
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP002225,Male,Yes,2,Graduate,No,-0.03390008122356185,-0.4025981827884851,-0.28013125012625834,0.2772125909680383,1.0,Urban,Y
LP001924,Male,No,0,Graduate,No,-0.40566181265229845,0.2344761727332751,-0.7237465049558304,0.2772125909680383,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002547,Male,Yes,1,Graduate,No,2.120752999005148,-0.4025981827884851,3.723225927604026,0.2772125909680383,1.0,Urban,N
LP001546,Male,No,0,Graduate,,-0.4352962005583957,0.03206473321276826,-0.3883300927676174,0.2772125909680383,1.0,Rural,Y
LP001325,Male,No,0,Not Graduate,No,-0.32874559235669776,-0.4025981827884851,-1.416219097860528,-3.570767716182606,1.0,Semiurban,Y
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP002682,Male,Yes,,Not Graduate,No,-0.4196465799787713,-0.026989325946307447,-0.3558704399752097,0.2772125909680383,0.0,Semiurban,N
LP001518,Male,Yes,1,Graduate,No,-0.6753680396628462,-0.10524117112176112,-1.3621196765398487,0.2772125909680383,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,No,-0.3324082695136311,-0.13403785014632807,-0.6047277780503354,0.2772125909680383,1.0,Rural,N
LP002652,Male,No,0,Graduate,No,0.03668969671006301,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,Rural,N
LP001255,Male,No,0,Graduate,No,-0.30710250006572787,-0.4025981827884851,-0.46406928261656866,2.2012027445433606,1.0,Urban,N
LP001637,Male,Yes,1,Graduate,No,4.703439850619116,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,Semiurban,N
LP001228,Male,No,0,Not Graduate,No,-0.398669428989062,0.06774757461277513,-0.3234107871828019,-2.608772639394945,0.0,Urban,N
LP001877,Male,Yes,2,Graduate,No,-0.14760955841381132,-0.11317069143287375,-0.06373356484354029,0.2772125909680383,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,0.38397808531747213,-0.020103163570867527,0.2608629630805368,0.2772125909680383,1.0,Rural,Y
LP002243,Male,Yes,0,Not Graduate,No,-0.43030164079894107,0.2517959144654422,0.0,0.2772125909680383,0.0,Urban,N
LP001319,Male,Yes,2,Not Graduate,No,-0.38651600024105587,-0.022815894203616585,-0.8103055790689175,0.2772125909680383,1.0,Urban,Y
LP001391,Male,Yes,0,Not Graduate,No,-0.3367368879718251,0.45587672668302537,-0.042093796315268474,0.0,0.0,Rural,N
LP001749,Male,Yes,0,Graduate,No,0.3302033252406777,-0.1918398797825965,0.20676354175985728,0.0,1.0,Semiurban,Y
LP001643,Male,Yes,0,Graduate,No,-0.5346879397715419,0.04354167050516813,-1.0591629171440433,0.2772125909680383,,Rural,Y
LP002697,Male,No,0,Graduate,No,-0.15227114752263562,0.03289941956130643,0.0,0.2772125909680383,1.0,Semiurban,N
LP001263,Male,Yes,3+,Graduate,No,-0.4041634447244621,0.4320881657496875,0.2608629630805368,-0.6847824858196229,0.0,Semiurban,N
LP001894,Male,Yes,0,Graduate,No,-0.49523091767185073,0.061278755411604297,-0.06373356484354029,0.2772125909680383,1.0,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,-0.5688174314611484,-0.4025981827884851,-0.9726038430309561,-0.6847824858196229,0.0,Rural,N
LP001279,Male,No,0,Graduate,No,-0.5375181903018996,0.12554960424904357,-0.2152119445414429,0.2772125909680383,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,-0.4897369019364507,-0.08959080208667039,-0.46406928261656866,-2.608772639394945,0.0,Rural,N
LP002990,Female,No,0,Graduate,Yes,-0.16842022407820545,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,0.0,Semiurban,N
LP001938,Male,Yes,2,Graduate,No,-0.19888703861087845,-0.4025981827884851,-0.31259090291866604,0.2772125909680383,0.0,Semiurban,N
LP001519,Female,No,0,Graduate,No,0.7334307831539782,-0.05495131862233623,0.7477577549666524,0.2772125909680383,1.0,Rural,N
LP002501,,Yes,0,Graduate,No,1.8475505801629821,-0.4025981827884851,-0.4965289354089764,0.2772125909680383,1.0,Semiurban,Y
LP002640,Male,Yes,1,Graduate,No,0.07831102803885125,0.01557967782913935,1.01825486157005,0.2772125909680383,1.0,Semiurban,Y
LP001493,Male,Yes,2,Not Graduate,No,-0.23218410367390904,-0.10419781318608841,-0.2909511343903942,0.2772125909680383,1.0,Rural,N
LP001715,Male,Yes,3+,Not Graduate,Yes,0.018043340274765875,-0.4025981827884851,-0.28013125012625834,0.2772125909680383,1.0,Rural,Y
LP002734,Male,Yes,0,Graduate,No,0.08963203016028165,0.4124730365590404,1.8189262971161069,0.2772125909680383,1.0,Urban,Y
LP002743,Female,No,0,Graduate,No,-0.5754768444737545,-0.4025981827884851,-0.6155476623144713,0.2772125909680383,0.0,Semiurban,N
LP001713,Male,Yes,1,Graduate,Yes,0.36499875823154465,-0.4025981827884851,0.9100560189286909,0.2772125909680383,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,No,0.15739155756354892,-0.4025981827884851,0.5313600696839343,0.2772125909680383,1.0,Semiurban,Y
LP002229,Male,No,0,Graduate,No,0.05766684769977228,0.48049997396490146,1.5159695377203015,0.2772125909680383,1.0,Semiurban,Y
LP002494,Male,No,0,Graduate,No,0.0674894818933663,-0.4025981827884851,-0.1719324074848993,0.2772125909680383,1.0,Rural,Y
LP001098,Male,Yes,0,Graduate,No,-0.3487238313945161,-0.05474264703520169,-0.4532493983524328,0.2772125909680383,1.0,Semiurban,Y
LP001843,Male,Yes,1,Not Graduate,No,-0.4884050193339295,1.0791787574539058,1.3320315052299911,-2.608772639394945,1.0,Semiurban,Y
LP001259,Male,Yes,1,Graduate,Yes,-0.7649371446823986,0.22800735353210425,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP002453,Male,No,0,Graduate,Yes,0.24812605986030728,-0.4025981827884851,-0.7778459262765098,0.2772125909680383,1.0,Semiurban,Y
LP002821,Male,No,0,Not Graduate,Yes,0.03419241683033571,-0.4025981827884851,-0.2584914815979865,0.2772125909680383,1.0,Semiurban,Y
LP002652,Male,No,0,Graduate,No,0.03668969671006301,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,Rural,N
LP001034,Male,No,1,Not Graduate,No,-0.33274124016426143,-0.4025981827884851,-0.6047277780503354,-1.646777562607284,,Urban,Y
LP002938,Male,Yes,0,Graduate,Yes,1.7523209740827146,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,-0.29328421806457017,-0.4025981827884851,-0.4965289354089764,0.2772125909680383,1.0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,-0.14777604373912648,0.013284290370659375,-0.08537333337181209,0.2772125909680383,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,-0.3848511469879043,0.022048497030310185,-0.08537333337181209,0.2772125909680383,1.0,Urban,Y
LP001123,Male,Yes,0,Graduate,No,-0.5318576892411844,-0.4025981827884851,-0.8752248846537329,0.2772125909680383,,Urban,Y
LP002335,Female,Yes,0,Not Graduate,No,-0.5736455058952877,0.27287174476603104,0.23922319455226498,0.2772125909680383,0.0,Semiurban,N
LP001824,Male,Yes,1,Graduate,No,-0.45161176243928064,-0.018016447699522094,-0.3558704399752097,2.2012027445433606,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,0.1507321445509428,-0.4025981827884851,-0.5506283567296559,0.2772125909680383,0.0,Rural,N
LP001205,Male,Yes,0,Graduate,No,-0.515209156709669,0.38951916197424064,-0.3883300927676174,0.2772125909680383,1.0,Urban,Y
LP001868,Male,No,0,Graduate,No,-0.5884626998483364,0.05835735319172069,-0.23685171306971473,0.2772125909680383,1.0,Semiurban,Y
LP002143,Female,Yes,0,Graduate,No,-0.5280285267589359,-0.2972190312855408,-0.28013125012625834,0.2772125909680383,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,-0.30710250006572787,-0.4025981827884851,-0.6047277780503354,0.2772125909680383,1.0,Urban,Y
LP002505,Male,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP002964,Male,Yes,2,Not Graduate,No,-0.2676454779660366,-0.10816257334164472,0.012005625005411037,0.2772125909680383,1.0,Rural,Y
LP001519,Female,No,0,Graduate,No,0.7334307831539782,-0.05495131862233623,0.7477577549666524,0.2772125909680383,1.0,Rural,N
LP002263,Male,Yes,0,Graduate,No,-0.5013908747085114,0.03874222400107364,-0.3883300927676174,0.2772125909680383,,Urban,Y
LP002342,Male,Yes,2,Graduate,Yes,-0.6650459494933068,3.770833559902378,0.8992361346645551,0.2772125909680383,1.0,Urban,N
LP001577,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,-0.287623717003855,-0.4025981827884851,-1.0158833800874998,0.2772125909680383,1.0,Semiurban,N
LP001765,Male,Yes,1,Graduate,No,-0.5167075246375055,0.026013257185866504,-0.5614482409937918,0.2772125909680383,1.0,Semiurban,Y
LP001647,Male,Yes,0,Graduate,No,0.6215526445421954,-0.4025981827884851,0.347422037193624,-2.608772639394945,1.0,Rural,Y
LP002682,Male,Yes,,Not Graduate,No,-0.4196465799787713,-0.026989325946307447,-0.3558704399752097,0.2772125909680383,0.0,Semiurban,N
LP001938,Male,Yes,2,Graduate,No,-0.19888703861087845,-0.4025981827884851,-0.31259090291866604,0.2772125909680383,0.0,Semiurban,N
LP002586,Female,Yes,1,Graduate,No,-0.37769227799935273,-0.2120810237346472,-0.5506283567296559,-4.147964762255203,1.0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP002347,Male,Yes,0,Graduate,No,-0.39101110402456496,-0.10691054381883747,-0.19357217601317112,0.2772125909680383,1.0,Semiurban,Y
LP001578,Male,Yes,0,Graduate,No,-0.5253647615538934,0.29290421713094716,-0.2909511343903942,0.2772125909680383,1.0,Rural,Y
LP001883,Female,No,0,Graduate,,-0.36237562807035867,-0.4025981827884851,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001846,Female,No,3+,Graduate,No,-0.4181482120509349,-0.4025981827884851,1.0723542828907295,0.2772125909680383,1.0,Rural,Y
LP002692,Male,Yes,3+,Graduate,Yes,0.013714721816571898,-0.10544984270889567,-0.6047277780503354,0.2772125909680383,1.0,Rural,Y
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP001073,Male,Yes,2,Not Graduate,No,-0.22785548521571505,-0.18557973216856022,-0.4965289354089764,0.2772125909680383,1.0,Urban,Y
LP001653,Male,No,0,Not Graduate,No,-0.11814165583302925,-0.4025981827884851,-1.1673617597854022,0.2772125909680383,1.0,Rural,Y
LP002502,Female,Yes,2,Not Graduate,,-0.8964605516813694,0.20609683688297722,-0.6263675465786073,0.2772125909680383,1.0,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,-0.06819605823848336,-0.4025981827884851,-0.009634143522860768,0.2772125909680383,1.0,Semiurban,Y
LP001864,Male,Yes,3+,Not Graduate,No,-0.11048333086853222,-0.4025981827884851,-0.30177101865453015,0.2772125909680383,,Semiurban,N
LP001488,Male,Yes,3+,Graduate,No,-0.2654811687369396,1.2146066175042243,1.4510502321354861,0.2772125909680383,1.0,Semiurban,N
LP001907,Male,Yes,0,Graduate,No,1.4964330290733243,-0.4025981827884851,3.030753334699328,0.2772125909680383,1.0,Semiurban,Y
LP001581,Male,Yes,0,Not Graduate,,-0.6284191779239731,-0.03345814514747829,-0.658827199371015,0.2772125909680383,1.0,Rural,Y
LP002379,Male,No,0,Graduate,No,0.1507321445509428,-0.4025981827884851,-0.5506283567296559,0.2772125909680383,0.0,Rural,N
LP001882,Male,Yes,3+,Graduate,No,-0.2100415554069937,-0.024693938487827475,0.044465277797818746,0.2772125909680383,0.0,Urban,Y
LP002401,Male,Yes,0,Graduate,No,-0.562990445075118,-0.16784264726212406,0.0,0.2772125909680383,1.0,Urban,Y
LP001186,Female,Yes,1,Graduate,Yes,0.9831587711267077,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,Urban,N
LP001259,Male,Yes,1,Graduate,Yes,-0.7649371446823986,0.22800735353210425,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP002318,Female,No,1,Not Graduate,Yes,-0.287623717003855,-0.4025981827884851,-1.0158833800874998,0.2772125909680383,1.0,Semiurban,N
LP002912,Male,Yes,1,Graduate,No,-0.21836582167275134,0.2234165786151443,0.17430388896744958,-4.147964762255203,1.0,Rural,N
LP001964,Male,Yes,0,Not Graduate,No,-0.6317488844302762,0.20964425386426447,-0.6804669678992867,0.2772125909680383,0.0,Urban,N
LP002296,Male,No,0,Not Graduate,No,-0.4727553987543051,-0.4025981827884851,-0.983423727295092,-0.6847824858196229,1.0,Rural,N
LP002473,Male,Yes,0,Graduate,No,0.45606623117893336,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Semiurban,N
LP001253,Male,Yes,3+,Graduate,Yes,-0.05471074688795597,-0.032414787211805574,0.33660215292948814,0.2772125909680383,1.0,Semiurban,Y
LP001029,Male,No,0,Graduate,No,-0.6229251621885731,0.1900291246736174,-0.4532493983524328,0.2772125909680383,1.0,Rural,N
LP001776,Female,No,0,Graduate,No,0.4558997458536182,-0.4025981827884851,1.342851389494127,0.2772125909680383,1.0,Semiurban,Y
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP001841,Male,No,0,Not Graduate,Yes,-0.5013908747085114,0.04959314653206988,-0.5614482409937918,0.2772125909680383,1.0,Rural,Y
LP001068,Male,Yes,0,Graduate,No,-0.46543004444043834,0.06753890302564058,-0.36669032423934556,0.2772125909680383,1.0,Semiurban,Y
LP001844,Male,No,0,Graduate,Yes,1.7739640663736844,-0.4025981827884851,0.3907015742501676,0.2772125909680383,0.0,Urban,N
LP001266,Male,Yes,1,Graduate,Yes,-0.5326901158677602,-0.4025981827884851,0.0,0.2772125909680383,1.0,Semiurban,Y
LP001531,Male,No,0,Graduate,No,0.5945820218411406,-0.4025981827884851,0.9533355559852346,0.2772125909680383,1.0,Urban,N
LP002585,Male,Yes,0,Graduate,No,-0.3325747548389463,0.04750643066072445,-0.39914997703175326,0.2772125909680383,0.0,Rural,N
LP002362,Male,Yes,1,Graduate,No,0.2755961385373075,-0.05474264703520169,-0.4965289354089764,0.0,0.0,Urban,N
LP002335,Female,Yes,0,Not Graduate,No,-0.5736455058952877,0.27287174476603104,0.23922319455226498,0.2772125909680383,0.0,Semiurban,N
LP002319,Male,Yes,0,Graduate,,0.11010972517404546,-0.4025981827884851,0.044465277797818746,0.2772125909680383,,Urban,Y
LP002187,Male,No,0,Graduate,No,-0.515209156709669,-0.4025981827884851,-0.648007315106879,2.2012027445433606,1.0,Semiurban,N
LP002082,Male,Yes,0,Graduate,Yes,0.03718915268600847,0.04813244542212808,0.3041425001370804,0.2772125909680383,1.0,Semiurban,Y
LP001131,Male,Yes,0,Graduate,No,-0.27530380293053364,0.08485864475780766,-0.23685171306971473,0.2772125909680383,1.0,Semiurban,Y
LP001657,Male,Yes,0,Not Graduate,No,0.07298349762876635,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP002547,Male,Yes,1,Graduate,No,2.120752999005148,-0.4025981827884851,3.723225927604026,0.2772125909680383,1.0,Urban,N
LP002714,Male,No,1,Not Graduate,No,-0.4854082834782567,-0.13090777633930992,-0.6696470836351508,0.2772125909680383,1.0,Semiurban,Y
LP002100,Male,No,,Graduate,No,-0.45976954337972314,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,1.0,Urban,Y
LP001199,Male,Yes,2,Not Graduate,No,-0.372531232914583,0.19399388482917373,-0.1286528704283557,0.2772125909680383,1.0,Urban,Y
LP002840,Female,No,0,Graduate,No,-0.5355203663981177,-0.4025981827884851,-1.5893372460867026,0.2772125909680383,1.0,Urban,N
LP002753,Female,No,1,Graduate,,-0.3234180619466129,-0.4025981827884851,-0.658827199371015,0.2772125909680383,1.0,Semiurban,Y
LP001186,Female,Yes,1,Graduate,Yes,0.9831587711267077,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,Urban,N
LP002776,Female,No,0,Graduate,No,-0.09899584342178666,-0.4025981827884851,-0.5722681252579277,0.2772125909680383,0.0,Semiurban,N
LP001854,Male,Yes,3+,Graduate,No,-0.05737451209299842,-0.4025981827884851,-0.6696470836351508,0.2772125909680383,1.0,Urban,N
LP001637,Male,Yes,1,Graduate,No,4.703439850619116,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,Semiurban,N
LP001917,Female,No,0,Graduate,No,-0.6299175458518095,-0.05495131862233623,-1.1024424542005868,0.2772125909680383,1.0,Urban,Y
LP001379,Male,Yes,2,Graduate,No,-0.2987782337999702,0.34861953089587017,0.6503787965894293,0.2772125909680383,0.0,Urban,N
LP002943,Male,No,,Graduate,No,-0.4341308032811896,-0.4025981827884851,-0.7345663892199662,0.2772125909680383,0.0,Semiurban,N
LP002683,Male,No,0,Graduate,No,-0.15177169154669015,-0.002992093425834989,0.3149623844012163,0.2772125909680383,1.0,Semiurban,N
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP001519,Female,No,0,Graduate,No,0.7334307831539782,-0.05495131862233623,0.7477577549666524,0.2772125909680383,1.0,Rural,N
LP001225,Male,Yes,0,Graduate,No,0.021872502757014394,0.5562477600947406,1.1048139356831372,0.2772125909680383,1.0,Semiurban,N
LP001792,Male,Yes,1,Graduate,No,-0.3795236165778194,-0.4025981827884851,-0.648007315106879,0.2772125909680383,1.0,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,-0.4196465799787713,-0.026989325946307447,-0.3558704399752097,0.2772125909680383,0.0,Semiurban,N
LP001760,Male,,,Graduate,No,-0.13928529214805369,-0.4025981827884851,0.022825509269546938,2.2012027445433606,1.0,Semiurban,Y
LP001665,Male,Yes,1,Graduate,No,-0.4111558283876985,0.13640052678003983,0.15266412043917776,0.2772125909680383,1.0,Semiurban,N
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP001565,Male,Yes,1,Graduate,No,-0.417149300099044,-0.13549855125626986,-0.37751020850348144,0.2772125909680383,0.0,Semiurban,N
LP001572,Male,Yes,0,Graduate,No,0.6207202179156196,-0.4025981827884851,-0.8752248846537329,-2.608772639394945,1.0,Urban,Y
LP002087,Female,No,0,Graduate,No,-0.515209156709669,-0.4025981827884851,-0.9617839587668202,0.2772125909680383,1.0,Urban,Y
LP001241,Female,No,0,Graduate,No,-0.21553557114239374,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,0.0,Semiurban,N
LP001535,Male,No,0,Graduate,No,-0.38967922142204375,-0.4025981827884851,-1.1457219912571306,0.2772125909680383,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,0.3310357518672535,-0.4025981827884851,0.33660215292948814,0.2772125909680383,1.0,Urban,Y
LP002979,Male,Yes,3+,Graduate,No,-0.24783372425353342,-0.4025981827884851,-1.2539208338984895,-2.608772639394945,1.0,Rural,Y
LP001608,Male,Yes,2,Graduate,No,-0.5909599797280637,-0.06475888321765975,-0.5939078937861995,0.2772125909680383,1.0,Rural,Y
LP001289,Male,No,0,Graduate,No,0.49469082665204883,-0.4025981827884851,0.5854594910046139,0.2772125909680383,1.0,Urban,Y
LP001758,Male,Yes,2,Graduate,No,0.10911081322215455,-0.04889984259543448,0.5854594910046139,0.2772125909680383,1.0,Semiurban,Y
LP002925,,No,0,Graduate,No,-0.14061717475057492,-0.4025981827884851,-0.6696470836351508,0.2772125909680383,1.0,Semiurban,Y
LP001673,Male,No,0,Graduate,Yes,0.8999161084691312,-0.4025981827884851,-0.7886658105406458,0.2772125909680383,1.0,Urban,N
LP001977,Male,Yes,1,Graduate,No,-0.6608838163604279,-0.02636331118490382,-0.648007315106879,0.2772125909680383,1.0,Urban,Y
LP001751,Male,Yes,0,Graduate,No,-0.3903451627233044,-0.4025981827884851,0.15266412043917776,0.2772125909680383,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,No,-0.4674278683442202,-0.002574750251565903,-0.1070131019000839,0.2772125909680383,0.0,Rural,N
LP001027,Male,Yes,2,Graduate,,-0.515209156709669,-0.018642462460925723,-0.5073488196731123,0.2772125909680383,1.0,Urban,Y
LP002545,Male,No,2,Graduate,No,-0.34089902110470394,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,0.0,Rural,N
LP001198,Male,Yes,1,Graduate,No,0.41377895854888447,0.06691288826423696,0.2608629630805368,0.2772125909680383,1.0,Urban,Y
LP001910,Male,No,1,Not Graduate,Yes,-0.25665744649523653,0.10363908759991655,0.022825509269546938,0.2772125909680383,0.0,Urban,N
LP002190,Male,Yes,1,Graduate,No,0.12159721262079103,-0.4025981827884851,0.20676354175985728,0.2772125909680383,1.0,Semiurban,Y
LP002408,Male,No,0,Graduate,No,-0.32208617934409167,0.6541147344608413,0.33660215292948814,0.2772125909680383,1.0,Semiurban,Y
LP001014,Male,Yes,3+,Graduate,No,-0.4259730223407471,0.11991547139641091,0.022825509269546938,0.2772125909680383,0.0,Semiurban,N
LP002342,Male,Yes,2,Graduate,Yes,-0.6650459494933068,3.770833559902378,0.8992361346645551,0.2772125909680383,1.0,Urban,N
LP001020,Male,Yes,1,Graduate,No,1.2064155923743278,1.8861117849031839,2.0894234037195045,0.2772125909680383,1.0,Semiurban,N
LP001630,Male,No,0,Not Graduate,No,-0.5430122060372996,-0.099815709856263,-0.5830880095220636,2.2012027445433606,0.0,Urban,N
LP002226,Male,Yes,0,Graduate,,-0.3765268807221467,0.11908078504787274,-0.30177101865453015,0.2772125909680383,1.0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,-0.5276955561083055,0.08569333110634585,-0.1394727546924916,0.2772125909680383,1.0,Semiurban,Y
LP002959,Female,Yes,1,Graduate,No,1.0664014337842842,-0.4025981827884851,3.679946390547482,0.2772125909680383,1.0,Semiurban,Y
